token,occurrence,emotion
działamy,37,['radość;zaufanie;cieszenie się na coś oczekiwanego;smutek;złość;']
chronimy,25,"['zaufanie;smutek;złość;'
 'zaufanie;cieszenie się na coś oczekiwanego;złość;wstręt;']"
ratujmy,13,[]
pomóżmy,11,[]
karolew,11,[]
zadbajmy,10,[]
sadzimy,10,[]
ma,10,[]
ratujemy,9,[]
zakłada,7,[]
chrońmy,7,"['zaufanie;smutek;złość;'
 'zaufanie;cieszenie się na coś oczekiwanego;złość;wstręt;']"
zazieleniamy,6,[]
walczy,6,"['radość;złość;' 'radość;smutek;' 'radość;zaufanie;złość;'
 'radość;zaufanie;' 'radość;smutek;złość;' 'radość;smutek;złość;'
 'radość;zaufanie;strach;' 'radość;zaufanie;strach;'
 'radość;smutek;złość;']"
uzupełniam,6,[]
dedala,6,[]
chcemy,6,[]
wolno,5,[]
stanie,5,[]
radzimy,5,[]
radogoszcz,5,[]
polega,5,[]
dajmy,5,[]
da,5,[]
tworzymy,4,[]
rosła,4,"['radość;smutek;złość;'
 'radość;cieszenie się na coś oczekiwanego;smutek;złość;'
 'radość;cieszenie się na coś oczekiwanego;smutek;złość;strach;'
 'radość;smutek;złość;' 'radość;złość;strach;'
 'radość;cieszenie się na coś oczekiwanego;smutek;złość;']"
przewiduje,4,[]
proponuje,4,[]
poznaj,4,[]
ostoją,4,[]
obejmuje,4,[]
mieć,4,[]
łączymy,3,[]
znajduje,3,[]
znaczy,3,[]
zapraszamy,3,[]
wyremontuje,3,[]
wykonac,3,[]
wiedzieć,3,[]
stwórzmy,3,[]
przywróćmy,3,[]
powinna,3,[]
potrzebują,3,[]
oddychać,3,[]
mamy,3,[]
mam,3,[]
gramy,3,[]
dbają,3,[]
bój,3,[]
żubardź,2,[]
zwolnij,2,['radość;smutek;' 'radość;smutek;' 'radość;złość;' 'radość;złość;']
zrób,2,[]
zbudujmy,2,['radość;zaufanie;smutek;złość;' 'radość;zaufanie;smutek;złość;']
zawiszy,2,[]
zasiać,2,"['zaufanie;smutek;złość;'
 'radość;zaufanie;cieszenie się na coś oczekiwanego;smutek;złość;wstręt;'
 'zaufanie;cieszenie się na coś oczekiwanego;strach;']"
zalesie,2,[]
zadbaj,2,[]
włókniarz,2,[]
wisnie,2,[]
weź,2,[]
walcz,2,"['radość;złość;' 'radość;smutek;' 'radość;zaufanie;złość;'
 'radość;zaufanie;' 'radość;smutek;złość;' 'radość;smutek;złość;'
 'radość;zaufanie;strach;' 'radość;zaufanie;strach;'
 'radość;smutek;złość;']"
usunie,2,[]
uczymy,2,[]
trzeba,2,[]
tratew,2,[]
tonie,2,[]
szanuj,2,[]
stawia,2,"['radość;zaufanie;smutek;strach;' 'radość;zaufanie;smutek;złość;'
 'cieszenie się na coś oczekiwanego;złość;wstręt;']"
stanowi,2,[]
skończmy,2,[]
sieną,2,[]
rośnie,2,"['radość;smutek;złość;'
 'radość;cieszenie się na coś oczekiwanego;smutek;złość;'
 'radość;cieszenie się na coś oczekiwanego;smutek;złość;strach;'
 'radość;smutek;złość;' 'radość;złość;strach;'
 'radość;cieszenie się na coś oczekiwanego;smutek;złość;']"
ratuje,2,[]
ratować,2,[]
przyjęto,2,[]
prosze,2,[]
powinien,2,[]
posprzątać,2,[]
posadził,2,[]
pomóż,2,[]
pomaga,2,[]
pokaże,2,[]
pojawia,2,[]
podlewać,2,[]
planuje,2,[]
parkuj,2,[]
pamiętajcie,2,"['zaufanie;smutek;złość;' 'cieszenie się na coś oczekiwanego;smutek;'
 'zaufanie;smutek;złość;' 'zaufanie;smutek;złość;' 'zaufanie;smutek;'
 'zaufanie;smutek;']"
p,2,[]
oddychaj,2,[]
oczyszczały,2,['radość;smutek;' 'cieszenie się na coś oczekiwanego;złość;']
narutowicza,2,[]
nalezy,2,[]
msi,2,[]
mozna,2,[]
moze,2,[]
mogłyby,2,[]
mogli,2,[]
miec,2,[]
miało,2,[]
lotaryńskiej,2,[]
kup,2,['radość;smutek;złość;' 'radość;smutek;złość;wstręt;']
kocham,2,[]
kasprowicza,2,[]
jarzab,2,[]
idziemy,2,[]
henryka,2,[]
gra,2,[]
edwarda,2,[]
dotyczy,2,[]
dokonac,2,[]
conrada,2,[]
chcę,2,[]
chcesz,2,[]
brus,2,[]
bronimy,2,"['radość;zaufanie;złość;wstręt;'
 'radość;zaufanie;cieszenie się na coś oczekiwanego;smutek;złość;wstręt;'
 'zaufanie;smutek;złość;' 'radość;zaufanie;smutek;złość;']"
bałuty,2,[]
bawić,2,[]
bali,2,[]
amy,2,[]
aaby,2,[]
żyjemy,1,['radość;złość;' 'radość;złość;']
żubardzkaul,1,[]
żoliborza,1,[]
świeci,1,['radość;złość;' 'radość;złość;']
śpiewa,1,[]
ścigały,1,[]
łączą,1,[]
łączy,1,[]
łapie,1,[]
łagiewnicka,1,[]
éliczymy,1,[]
złap,1,[]
zwiększamy,1,[]
zwieksza,1,[]
zwalczamy,1,[]
zostanie,1,[]
zory,1,[]
znasz,1,[]
znalazłyby,1,[]
znajduja,1,[]
znajdowałby,1,[]
znaja,1,[]
zmniejszy,1,[]
zkwp,1,[]
zglosic,1,[]
zglaszaja,1,[]
zdobyła,1,[]
załamały,1,[]
zawiera,1,[]
zatrzymywać,1,[]
zatrzymują,1,[]
zatrzyma,1,[]
zasługujemy,1,[]
zaskakuj,1,[]
zasiano,1,"['zaufanie;smutek;złość;'
 'radość;zaufanie;cieszenie się na coś oczekiwanego;smutek;złość;wstręt;'
 'zaufanie;cieszenie się na coś oczekiwanego;strach;']"
zasadzić,1,[]
zaprzecza,1,[]
zaproponowali,1,[]
zaprasza,1,[]
zapobiegać,1,[]
zaplanowano,1,[]
zapewnić,1,[]
zamieńmy,1,[]
zamgławiacz,1,[]
zamenhofa,1,[]
zależy,1,[]
zakładamy,1,[]
zakwitną,1,['radość;złość;wstręt;']
zakrzowskie,1,[]
zabrac,1,[]
zabierz,1,[]
zabezpiecza,1,[]
wzdluz,1,[]
wyłapuje,1,[]
wytwarzamy,1,[]
wyrzućmy,1,[]
wyrosła,1,"['zaufanie;smutek;' 'radość;zaskoczenie czymś nieprzewidywanym;strach;'
 'radość;zaskoczenie czymś nieprzewidywanym;strach;'
 'radość;smutek;złość;' 'radość;smutek;' 'radość;smutek;']"
wypoczywają,1,[]
wymagałyby,1,[]
wymaga,1,[]
wyglada,1,[]
wybieramy,1,[]
wybieram,1,[]
wszczyna,1,[]
wskazać,1,[]
wrzeciono,1,[]
wracają,1,[]
workout,1,[]
wojszyce,1,[]
wodypoidło,1,[]
wnioskuję,1,[]
witajcie,1,[]
witacz,1,[]
wita,1,[]
wisły,1,[]
wiemy,1,[]
wiem,1,[]
wia,1,[]
wezma,1,[]
wez,1,[]
wejść,1,[]
wartoé,1,[]
walterajanke,1,[]
walczymy,1,"['radość;złość;' 'radość;smutek;' 'radość;zaufanie;złość;'
 'radość;zaufanie;' 'radość;smutek;złość;' 'radość;smutek;złość;'
 'radość;zaufanie;strach;' 'radość;zaufanie;strach;'
 'radość;smutek;złość;']"
uwzględniając,1,[]
uszkodził,1,[]
usunac,1,[]
urządzały,1,['zaufanie;złość;']
urządzamy,1,['zaufanie;złość;']
uratujmy,1,[]
uprzatniecie,1,[]
upałem,1,[]
uniemozliwiatoby,1,[]
umożliwiać,1,[]
umozliwi,1,[]
umieramy,1,"['cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;'
 'radość;smutek;']"
uczyniłyby,1,"['radość;zaufanie;smutek;' 'radość;smutek;' 'radość;smutek;'
 'radość;smutek;']"
tężnię,1,[]
tętni,1,[]
traugutta,1,[]
tetmajera,1,[]
tawostoty,1,[]
są,1,[]
szydłówek,1,[]
szuka,1,[]
szkodzi,1,[]
szczecinświnoujście,1,[]
suszy,1,[]
stwr,1,[]
stwarza,1,[]
stokłosy,1,[]
sterylizujemy,1,[]
stańczyka,1,[]
stanowia,1,[]
srodmiescie,1,[]
spuść,1,[]
sprzątać,1,[]
sprzątamy,1,[]
spotkajmy,1,[]
spełnić,1,[]
sokratesa,1,[]
smog.to,1,[]
skupiamy,1,[]
sienkiewicza,1,[]
sidé,1,[]
sid,1,[]
scanner,1,[]
rzeźbi,1,[]
rydza,1,[]
rozświetlały,1,[]
rozpoczecie,1,[]
rosochaty,1,[]
rosną,1,[]
rosnie,1,[]
rokuje,1,[]
rokicie,1,[]
rocha,1,[]
robimy,1,"['radość;zaufanie;smutek;złość;' 'radość;smutek;złość;'
 'radość;cieszenie się na coś oczekiwanego;smutek;' 'radość;smutek;złość;'
 'radość;zaufanie;smutek;złość;' 'radość;złość;']"
rgo,1,[]
rewitalizować,1,[]
redukuję,1,[]
rdos,1,[]
ratują,1,[]
rataj,1,[]
raa,1,[]
pływają,1,['radość;smutek;złość;strach;']
pse,1,[]
próbuje,1,[]
przywrócimy,1,[]
przywracamy,1,[]
przytyk,1,[]
przytula,1,[]
przytacza,1,[]
przymorza,1,[]
przygotowac,1,[]
przeżyje,1,[]
przetrwać,1,[]
przejść,1,[]
przegłosowali,1,[]
przeciwpowodziowyc,1,[]
przechwytywać,1,[]
przebiegają,1,[]
prowadzace,1,[]
połączą,1,[]
pozwoli,1,[]
pozwola,1,[]
poznajmy,1,[]
powstaną,1,[]
powstac,1,[]
powodzi,1,[]
powinny,1,[]
powiemy,1,[]
powieksza,1,[]
poukładaj,1,[]
potrafią,1,[]
poszukaj,1,[]
posiadała,1,[]
posadzmy,1,[]
porastają,1,['radość;smutek;złość;']
popłaca,1,[]
poprawią,1,[]
pomyśl,1,[]
pomagamy,1,[]
pomagam,1,[]
pomagając,1,[]
pojawi,1,[]
podziel,1,[]
podalem,1,[]
poczuje,1,['radość;smutek;']
poczawszy,1,[]
pleneroweogrodow,1,[]
planujemy,1,[]
piszczy,1,[]
pielęgnuje,1,[]
pielęgnowano,1,[]
picassa,1,[]
piastówkurak,1,[]
pełni,1,"['radość;smutek;' 'radość;smutek;' 'radość;zaufanie;smutek;złość;wstręt;'
 'radość;złość;']"
pastorały,1,[]
partynice,1,[]
pamiętamy,1,"['zaufanie;smutek;złość;' 'cieszenie się na coś oczekiwanego;smutek;'
 'zaufanie;smutek;złość;' 'zaufanie;smutek;złość;' 'zaufanie;smutek;'
 'zaufanie;smutek;']"
pamietam,1,[]
oświetlały,1,[]
otrzymaja,1,[]
osiągnie,1,[]
okaza,1,[]
ograniczy,1,['zaufanie;smutek;złość;' 'cieszenie się na coś oczekiwanego;złość;']
odzyskamy,1,[]
odychamy,1,[]
odstrasza,1,[]
odnowic,1,[]
odnawiają,1,[]
odkupił,1,[]
odkryjemy,1,[]
odkryj,1,[]
oddzielic,1,[]
oddycham,1,[]
odczytywać,1,[]
odbywały,1,['zaufanie;smutek;']
odbywac,1,[]
odbetonujmy,1,[]
odbetonowujemy,1,[]
ochronić,1,[]
obłuże,1,[]
obejmować,1,[]
nowolipie,1,[]
niszczy,1,['radość;smutek;złość;' 'radość;smutek;']
nieporęcie,1,[]
neurologopedyczna,1,[]
najdluzszy,1,[]
młodzieżžy,1,[]
mógł,1,[]
musisz,1,[]
mogły,1,[]
mogą,1,[]
moczydło,1,[]
miniak,1,[]
milczy,1,[]
mijaja,1,[]
mieszkał,1,[]
mieszkam,1,[]
mieszka,1,[]
miejmy,1,[]
miałoby,1,[]
mia,1,[]
marzymy,1,['radość;złość;wstręt;' 'radość;złość;wstręt;']
marymont,1,[]
magiera,1,[]
m.skłodowskiej,1,[]
lodzi,1,[]
lisie,1,[]
liczymy,1,[]
lenartowicza,1,[]
kyokushinkai,1,[]
kupujemy,1,[]
krzy,1,[]
kończy,1,[]
korzystać,1,['zaufanie;smutek;złość;']
kontrolujmy,1,[]
konczy,1,[]
kalemba,1,[]
jezeli,1,[]
iusy,1,[]
istnieje,1,[]
idzie,1,[]
hubysadzimy,1,[]
gryfu,1,[]
grajmy,1,"['zaufanie;smutek;złość;strach;'
 'radość;cieszenie się na coś oczekiwanego;']"
graj,1,"['zaufanie;smutek;złość;strach;'
 'radość;cieszenie się na coś oczekiwanego;']"
goto,1,[]
gocławia,1,[]
glazy,1,[]
gandhi,1,[]
fojkisa,1,[]
flyby,1,[]
feel,1,[]
ekofestyn,1,[]
dzie,1,[]
drzymały,1,[]
dokarmiać,1,[]
dojdzie,1,[]
doda,1,[]
dickensa,1,[]
dbw,1,[]
dbasz,1,[]
dbam,1,[]
dbajmy,1,[]
dbaj,1,[]
darii,1,[]
dają,1,[]
daja,1,[]
czereśnie,1,[]
chociebuża,1,[]
chciałbym,1,[]
chcialabym,1,[]
chce,1,[]
być,1,[]
byé,1,[]
budujemy,1,[]
bruna,1,[]
bezdomnychcały,1,[]
bedzie,1,[]
bdi,1,[]
bartodzieje,1,[]
alm,1,[]
adoptuje,1,[]
